index	table_id	annotator_id	premise	hypothesis	label 
1709	T248	GW25	The Children of Corey Feldman are 1. 	Corey Feldman has a child with his second wife Susie Sprague.	1
1710	T248	GW25	Corey Feldman was Born on July 16, 1971 ( 1971-07-16 )  (age 47)   Reseda, California, U.S.. 	Corey Feldman has been married and divorced three different times.	2
1711	T248	GW28	The Occupation of Corey Feldman are Actor , and singer. 	Corey Feldman is an American entertainer	0
1712	T248	GW28	Corey Feldman was Born on July 16, 1971 ( 1971-07-16 )  (age 47)   Reseda, California, U.S.. 	Corey Feldman appeared in many Hollywood movies.	1
1713	T248	GW28	Corey Feldman was Born on July 16, 1971 ( 1971-07-16 )  (age 47)   Reseda, California, U.S.. 	Corey Feldman married his latest wife when he was 42 years old.	2
1714	T249	GW27	The Genres of Erasure are Synthpop , new wave , and dance. 	Erasure is a synthpop band from London.	0
1715	T249	GW27	The Website of Erasure are http://erasureinfo.com. 	Erasure began singing in London.	1
1716	T249	GW27	The Labels of Erasure are Mute , Sire , Reprise , Elektra , and Maverick. 	Erasure has been on more labels than they have genres.	2
1717	T249	GW0	The Origin of Erasure are London, England, and United Kingdom. 	Erasure hail from England's most populated city.	0
1718	T249	GW0	The Years active of Erasure are 1985 - present. 	Erasure gained international prominence in the 2000's.	1
1719	T249	GW0	The Website of Erasure are http://erasureinfo.com. 	Elektra records solely released all of Erasure's albums.	2
1720	T249	GW11	The Website of Erasure are http://erasureinfo.com. 	Erasure is  a band.	0
1721	T249	GW11	The Origin of Erasure are London, England, and United Kingdom. 	Erasure was big in the United States.	1
1722	T249	GW11	The Years active of Erasure are 1985 - present. 	Erasure was on over 10 record labels.	2
1723	T250	GW0	Corey Haim was Born on December 23, 1971 ( 1971-12-23 ) Toronto, Ontario, Canada. 	Corey Haim was born two days before Christmas.	0
1724	T250	GW0	Corey Haim was Died on March 10, 2010 (2010-03-10)  (aged 38)  Burbank, California, U.S.. 	Corey Haim died at his home in California.	1
1725	T250	GW0	The Resting place of Corey Haim are Pardes Shalom Cemetery in Vaughan, Ontario, Canada. 	Corey Haim began acting in his thirties.	2
1726	T250	GW21	The Resting place of Corey Haim are Pardes Shalom Cemetery in Vaughan, Ontario, Canada. 	Corey Haim was very big in the 1980's and starred with other teenagers in many films.	0
1727	T250	GW21	The Nationality of Corey Haim are Canadian. 	Corey Haim did of a drug overdose at the age of 38.	1
1728	T250	GW21	The Nationality of Corey Haim are Canadian. 	Corey Haim and Corey Fields had a romance while hey were in movies together.	2
1729	T250	GW27	Corey Haim was Born on December 23, 1971 ( 1971-12-23 ) Toronto, Ontario, Canada. 	Corey Ian Haim was born in Canada and died in the U.S.	0
1730	T250	GW27	The Resting place of Corey Haim are Pardes Shalom Cemetery in Vaughan, Ontario, Canada. 	Corey Ian Haim's last will specified Pardes Shalom Cemetery as his preferred cemetery.	1
1731	T250	GW27	The Years active of Corey Haim are 1981 - 2010. 	Corey Ian Haim started being active at the age of six.	2
1732	T251	GW14	The Associated acts of Keane are Mt. Desolation , and Jesse Quin & The Mets. 	Keane is associated with more than two other acts.	0
1733	T251	GW14	The Website of Keane are keanemusic .com. 	You can purchase Keane concert tickets on their website.	1
1734	T251	GW14	The Years active of Keane are 1995 - 2014 (on hiatus). 	Keane was active in the 19th century.	2
1735	T251	GW27	The Genres of Keane are Alternative rock , alternative pop , piano rock , and post-Britpop. 	Keane is from England and plays alternative pop.	0
1736	T251	GW27	The Genres of Keane are Alternative rock , alternative pop , piano rock , and post-Britpop. 	Keane was first signed as an alternative pop artist for the Island label.	1
1737	T251	GW27	The Genres of Keane are Alternative rock , alternative pop , piano rock , and post-Britpop. 	Keane has played alternative pop since 1995.	2
1738	T251	GW4	The Genres of Keane are Alternative rock , alternative pop , piano rock , and post-Britpop. 	The band Keane is known for playing a lot of rock music.	0
1739	T251	GW4	The Years active of Keane are 1995 - 2014 (on hiatus). 	The band Keane will get back together once their hiatus is up.	1
1740	T251	GW4	The Website of Keane are keanemusic .com. 	The band Keane is still making records today.	2
1741	T254	GW14	The Venue of Cycling  at the Games of the XXX Olympiad are London Velopark (BMX, track) Hadleigh Farm (mountain) Central London, Surrey (road). 	Cycling could be viewed at more than one venue at 2012 Summer Olympics.	0
1742	T254	GW14	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	Road Cycling attracted more viewers than BMX biking at the 2012 Summer Olympic games.	1
1743	T254	GW14	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	One of the cycling events at the 2012 Olympics could be viewed at the beach.	2
1744	T254	GW27	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	Cycling at the Games of the XXX Olympiad was held in three venues in 2012.	0
1745	T254	GW27	The Dates of Cycling  at the Games of the XXX Olympiad are 28 July - 12 August 2012. 	London Velopark was the site with the most dates used.	1
1746	T254	GW27	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	London Velopark was the site where just 48 competitors cycled.	2
1747	T254	GW11	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	Cycling at the Games of the XXX Olympiad was held in the UK.	0
1748	T254	GW11	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	Cycling at the Games of the XXX Olympiad had one person win all events.	1
1749	T254	GW11	The Competitors of Cycling  at the Games of the XXX Olympiad are Total: 505   , 48 (BMX)  , 77 (mountain biking) , 210 (road cycling)  , and 176 (track cycling). 	Cycling at the Games of the XXX Olympiad no one completed the mountain biking event.	2
1750	T256	GW4	The Years active of Corey Taylor are 1992 - present. 	Corey Taylor has been playing music professionally since the early 90s.	0
1751	T256	GW4	The Instruments of Corey Taylor are Vocals, guitar, bass, piano, keyboards, and percussion. 	Corey Taylor started playing guitar when they were a child.	1
1752	T256	GW4	The Labels of Corey Taylor are Roadrunner, and Great Big Mouth. 	Corey Taylor has signed with five labels in the past 27 years.	2
1753	T256	GW11	The Occupation(s) of Corey Taylor are Musician, singer, songwriter, actor, and author. 	Corey Taylor is a rock star.	0
1754	T256	GW11	The Occupation(s) of Corey Taylor are Musician, singer, songwriter, actor, and author. 	Corey Taylor is a great singer.	1
1755	T256	GW11	The Occupation(s) of Corey Taylor are Musician, singer, songwriter, actor, and author. 	Corey Taylor no longer performs.	2
1756	T256	GW30	Corey Taylor was Born on December 8, 1973 ( 1973-12-08 ) (age 45) Des Moines, Iowa, U.S.. 	Corey Taylor is an American singer born in Iowa in 1973.	0
1757	T256	GW30	The Years active of Corey Taylor are 1992 - present. 	Corey Taylor is member of the Rock & Roll Hall of Fame.	1
1758	T256	GW30	The Also known as of Corey Taylor are #8, Great Big Mouth, The Sickness, Todd Tigger, The Boogie Knight, and Neck. 	Corey Taylor is mostly known for his classic pop songs.	2
1759	T257	GW0	The Years active of John Mayer are 1998 - present. 	John Mayer has been performing for over twenty years.	0
1760	T257	GW0	The Associated acts of John Mayer are John Mayer Trio, and Dead &amp; Company. 	John Mayer wrote music for Dead & Company.	1
1761	T257	GW0	John Mayer was Born on October 16, 1977 ( 1977-10-16 ) (age 41) Bridgeport, Connecticut, U.S.. 	John Mayer resides in the same state he was born in.	2
1762	T257	GW4	The Residence of John Mayer are Paradise Valley, Montana, U.S.. 	John Mayer became a famous musician when they were 21.	0
1763	T257	GW4	The Instruments of John Mayer are Guitar , vocals , omnichord , piano , harmonica , and percussion. 	John Mayer learned to play harmonica before they played guitar.	1
1764	T257	GW4	The Years active of John Mayer are 1998 - present. 	John Mayer has never played with any members of the grateful dead.	2
1765	T257	GW31	The Residence of John Mayer are Paradise Valley, Montana, U.S.. 	John Mayer is a singer songwriter living in Paradise Valley, Montana and plays in the band John Mayer Trio.	0
1766	T257	GW31	The Website of John Mayer are johnmayer.com. 	John Mayer played guitar in the John Mayer Trio Band.	1
1767	T257	GW31	John Mayer was Born on October 16, 1977 ( 1977-10-16 ) (age 41) Bridgeport, Connecticut, U.S.. 	John Mayer is a rap singer from Detroit.	2
1768	T258	GW27	The Billed height of Chris Jericho are 6 ft 0 in (1.83 m). 	The artist known as Coraz—n de Le—n has a height billed at 6 ft 0 in.	0
1769	T258	GW27	The Ring name(s) of Chris Jericho are Chris Jericho , Corazon de Leon , Lionheart , Leon de Oro , Lion Do , and Super Liger. 	Chris Jericho, AKA Coraz—n de Le—n, lives in Winnipeg.	1
1770	T258	GW27	The Trained by of Chris Jericho are Ed Langley. 	Ed Langley is also known as Coraz—n de Le—n.	2
1771	T258	GW4	The Debut of Chris Jericho are October 2, 1990. 	Chris Jericho came from Canada.	0
1772	T258	GW4	The Debut of Chris Jericho are October 2, 1990. 	Chris Jericho was named Lionheart before Chris Jericho.	1
1773	T258	GW4	The Debut of Chris Jericho are October 2, 1990. 	Chris Jericho weighed under 200 pounds.	2
1774	T258	GW32	The Trained by of Chris Jericho are Ed Langley. 	Chris Jericho was trained by Ed Langley.	0
1775	T258	GW32	The Trained by of Chris Jericho are Ed Langley. 	Chris Jericho had more then five ring names.	1
1776	T258	GW32	The Debut of Chris Jericho are October 2, 1990. 	Chris Jericho was only five feet tall.	2
1777	T497	GW27	Chuck Berry was Died on March 18, 2017 (2017-03-18)  (aged 90) Wentzville, Missouri, U.S.. 	Chuck Berry was born and died in the same state.	0
1778	T497	GW27	The Genres of Chuck Berry are Rock and roll. 	Chuck Berry was known as much for his rock and roll guitar playing as for his vocals.	1
1779	T497	GW27	The Years active of Chuck Berry are 1953 - 2017. 	Chuck Berry was not 'active' at the time he died.	2
1780	T497	GW28	Chuck Berry was Born on ( 1926-10-18 ) October 18, 1926 St. Louis, Missouri, U.S.. 	Chuck Berry is an American singer / songwriter.	0
1781	T497	GW28	The Instruments of Chuck Berry are Guitar, vocals. 	Chuck Berry played the guitar until his death.	1
1782	T497	GW28	The Instruments of Chuck Berry are Guitar, vocals. 	Chuck Berry performed over eight decades.	2
1783	T497	GW4	The Genres of Chuck Berry are Rock and roll. 	Chuck Berry was a guitarist and singer in the 1950s onward.	0
1784	T497	GW4	Chuck Berry was Born on ( 1926-10-18 ) October 18, 1926 St. Louis, Missouri, U.S.. 	Chuck Berry never moved out of Missouri in his life.	1
1785	T497	GW4	Chuck Berry was Died on March 18, 2017 (2017-03-18)  (aged 90) Wentzville, Missouri, U.S.. 	Chuck Berry passed away when he was 100 years old.	2
1786	T264	GW27	Chris Kyle was Born on April 8, 1974 ( 1974-04-08 )  Odessa, Texas, U.S.. 	"The man known as ""Tex"" was born in Odessa, Texas."	0
1787	T264	GW27	Chris Kyle was Died on February 2, 2013 (2013-02-02)  (aged 38) Erath County, Texas, U.S.. 	Christopher Scott Kyle died while 'American Gun' was being made.	1
1788	T264	GW27	The Service/Branch of Chris Kyle are United States Navy. 	Christopher Scott Kyle was married before he went into the United States Navy.	2
1789	T264	GW14	The Years of service of Chris Kyle are 1999 - 2009. 	Taya Kyle's husband has more than one nickname.	0
1790	T264	GW14	Chris Kyle was Died on February 2, 2013 (2013-02-02)  (aged 38) Erath County, Texas, U.S.. 	Chris Kyle had a proper military burial.	1
1791	T264	GW14	The Awards of Chris Kyle are Silver Star Medal (1) , Bronze Star Medal (Valor) (4) , and Navy and Marine Corps Achievement Medal with (V) (1). 	Chris Kyle was awarded the silver star medal for valor.	2
1792	T264	GW0	The Years of service of Chris Kyle are 1999 - 2009. 	Chris Kyle served was married for over ten years before he died.	0
1793	T264	GW0	The Other work of Chris Kyle are American Sniper  (2012) , and American Gun  (2013). 	Taya Kyle received financia compensation for her husband's portrayal in American Sniper.	1
1794	T264	GW0	The Battles/wars of Chris Kyle are Iraq War, Battle of Ramadi. 	Chris Kyle was a member of the Army Rangers.	2
1795	T265	GW34	The Genres of Kate Bush are Art rock , art pop , pop rock , experimental pop , and baroque pop. 	Kate Bush is an art rock singer from England.	0
1796	T265	GW34	The Labels of Kate Bush are Harvest , EMI , Fish People , Columbia , Anti , and Concord. 	Kate Bush recorded on EMI at the same time as David Gilmour.	1
1797	T265	GW34	The Instruments of Kate Bush are Vocals , piano , and keyboards. 	Kate Bush also plays classical music on the harpsichord.	2
1798	T265	GW14	The Website of Kate Bush are katebush.com. 	Kate Bush has an online presence.	0
1799	T265	GW14	The Labels of Kate Bush are Harvest , EMI , Fish People , Columbia , Anti , and Concord. 	Kate Bush's music was released under the EMI label before Columbia.	1
1800	T265	GW14	Kate Bush was Born on 30 July 1958 ( 1958-07-30 )  (age 60)  Bexleyheath, Kent, England. 	Catherine Bush was born in the Southern Hemisphere.	2
1801	T265	GW2	The Occupation(s) of Kate Bush are Singer , songwriter , musician , record producer , and director. 	Kate Bush is a songwriter who plays piano.	0
1802	T265	GW2	The Instruments of Kate Bush are Vocals , piano , and keyboards. 	Kate Bush has been playing piano since the age of 5.	1
1803	T265	GW2	Kate Bush was Born on 30 July 1958 ( 1958-07-30 )  (age 60)  Bexleyheath, Kent, England. 	Kate Bush recorded on EMI in 1973.	2
1804	T266	GW4	The Box office of Eyes Wide Shut are $162.1 million. 	Eyes Wide Shut was a film that was able to make money at the box office.	0
1805	T266	GW4	The Produced by of Eyes Wide Shut are Stanley Kubrick. 	Stanley Kubrick spent several years working on Eyes Wide Shut.	1
1806	T266	GW4	The Edited by of Eyes Wide Shut are Nigel Galt. 	Tom Cruise helped edit Eyes Wide Shut with Nigel Galt.	2
1807	T266	GW0	The Country of Eyes Wide Shut are United Kingdom , and  United States. 	Eyes Wide Shut was released in the United States before the United Kingdom.	0
1808	T266	GW0	The Screenplay by of Eyes Wide Shut are Stanley Kubrick , and  Frederic Raphael. 	Eyes Wide Shut was Stanley Kubrick's first film starring Tom Cruise.	1
1809	T266	GW0	The Box office of Eyes Wide Shut are $162.1 million. 	Eyes Wide Shut made over $100 million dollars more at the box office than it's original budget.	2
1810	T266	GW30	The Based on of Eyes Wide Shut are Traumnovelle  by Arthur Schnitzler. 	Eyes Wide Shut is a film directed and produced by Stanley Kubrick based on the novel Traumnovelle.	0
1811	T266	GW30	The Cinematography of Eyes Wide Shut are Larry Smith. 	Eyes Wide Shut won two oscars in 2000.	1
